location_name,location_type,code,parent_code,island_group
Bulbulala,Barangay,0003,008,Luzon
Buli,Barangay,0004,008,Luzon
Canan,Barangay,0005,008,Luzon
Liguis,Barangay,0006,008,Luzon
Malabbaga,Barangay,0007,008,Luzon
Mudeng,Barangay,0008,008,Luzon
Pidipid,Barangay,0009,008,Luzon
Poblacion,Barangay,0010,008,Luzon
San Gregorio,Barangay,0011,008,Luzon
Toon,Barangay,0012,008,Luzon
Udangan,Barangay,0013,008,Luzon
Bacag,Barangay,0001,009,Luzon
Buneg,Barangay,0002,009,Luzon
Guinguinabang,Barangay,0003,009,Luzon
Lan-ag,Barangay,0004,009,Luzon
Pacoc,Barangay,0005,009,Luzon
Poblacion,Barangay,0006,009,Luzon
Aguet,Barangay,0001,010,Luzon
Bacooc,Barangay,0002,010,Luzon
Balais,Barangay,0003,010,Luzon
Cayapa,Barangay,0004,010,Luzon
Dalaguisen,Barangay,0005,010,Luzon
Laang,Barangay,0006,010,Luzon
Lagben,Barangay,0007,010,Luzon
Laguiben,Barangay,0008,010,Luzon
Nagtipulan,Barangay,0009,010,Luzon
Nagtupacan,Barangay,0010,010,Luzon
Paganao,Barangay,0011,010,Luzon
Pawa,Barangay,0012,010,Luzon
Poblacion,Barangay,0013,010,Luzon
Presentar,Barangay,0014,010,Luzon
San Isidro,Barangay,0015,010,Luzon
Tagodtod,Barangay,0016,010,Luzon
Taping,Barangay,0017,010,Luzon
Ba-i,Barangay,0002,011,Luzon
Collago,Barangay,0004,011,Luzon
Pang-ot,Barangay,0005,011,Luzon
Poblacion,Barangay,0006,011,Luzon
Pulot,Barangay,0007,011,Luzon
Baac,Barangay,0001,012,Luzon
Dalayap,Barangay,0004,012,Luzon
Mabungtot,Barangay,0005,012,Luzon
Malapaao,Barangay,0006,012,Luzon
Poblacion,Barangay,0007,012,Luzon
Quillat,Barangay,0008,012,Luzon
Bonglo,Barangay,0001,013,Luzon
Bulbulala,Barangay,0002,013,Luzon
Cawayan,Barangay,0003,013,Luzon
Domenglay,Barangay,0004,013,Luzon
Lenneng,Barangay,0005,013,Luzon
Mapisla,Barangay,0006,013,Luzon
Mogao,Barangay,0007,013,Luzon
Nalbuan,Barangay,0008,013,Luzon
Poblacion,Barangay,0009,013,Luzon
Subagan,Barangay,0010,013,Luzon
Tumalip,Barangay,0011,013,Luzon
Ampalioc,Barangay,0001,014,Luzon
Barit,Barangay,0002,014,Luzon
Gayaman,Barangay,0003,014,Luzon
Lul-luno,Barangay,0005,014,Luzon
Luzong,Barangay,0006,014,Luzon
Nagbukel-Tuquipa,Barangay,0007,014,Luzon
Poblacion,Barangay,0008,014,Luzon
Sabnangan,Barangay,0009,014,Luzon
Bayabas,Barangay,0001,015,Luzon
Binasaran,Barangay,0002,015,Luzon
Buanao,Barangay,0003,015,Luzon
Dulao,Barangay,0004,015,Luzon
Duldulao,Barangay,0005,015,Luzon
Gacab,Barangay,0006,015,Luzon
Lat-ey,Barangay,0007,015,Luzon
Malibcong ,Barangay,0008,015,Luzon
Mataragan,Barangay,0009,015,Luzon
Pacgued,Barangay,0010,015,Luzon
Taripan,Barangay,0011,015,Luzon
Umnap,Barangay,0012,015,Luzon
Catacdegan Viejo,Barangay,0002,016,Luzon
Luzong,Barangay,0003,016,Luzon
Ayyeng ,Barangay,0004,016,Luzon
San Jose Norte,Barangay,0005,016,Luzon
San Jose Sur,Barangay,0006,016,Luzon
San Juan Norte,Barangay,0007,016,Luzon
San Juan Sur,Barangay,0008,016,Luzon
San Ramon East,Barangay,0011,016,Luzon
San Ramon West,Barangay,0012,016,Luzon
Santo Tomas,Barangay,0013,016,Luzon
Catacdegan Nuevo,Barangay,0014,016,Luzon
Dumayco,Barangay,0001,017,Luzon
Lusuac,Barangay,0002,017,Luzon
Namarabar,Barangay,0003,017,Luzon
Patiao,Barangay,0004,017,Luzon
Malamsit,Barangay,0005,017,Luzon
Poblacion,Barangay,0006,017,Luzon
Riang,Barangay,0007,017,Luzon
Santa Rosa,Barangay,0008,017,Luzon
Tattawa,Barangay,0009,017,Luzon
Alinaya,Barangay,0001,018,Luzon
Arab,Barangay,0002,018,Luzon
Garreta,Barangay,0004,018,Luzon
Immuli,Barangay,0005,018,Luzon
Laskig,Barangay,0007,018,Luzon
Naguirayan,Barangay,0008,018,Luzon
Monggoc,Barangay,0009,018,Luzon
Pamutic,Barangay,0010,018,Luzon
Pangtud,Barangay,0011,018,Luzon
Poblacion East,Barangay,0012,018,Luzon
Poblacion West,Barangay,0013,018,Luzon
San Diego,Barangay,0014,018,Luzon
Sulbec,Barangay,0016,018,Luzon
Suyo,Barangay,0018,018,Luzon
Yuyeng,Barangay,0019,018,Luzon
Bolbolo,Barangay,0002,019,Luzon
Brookside,Barangay,0003,019,Luzon
Ocup,Barangay,0004,019,Luzon
Dalit,Barangay,0005,019,Luzon
Dintan,Barangay,0006,019,Luzon
Gapang,Barangay,0007,019,Luzon
Kinabiti,Barangay,0008,019,Luzon
Maliplipit,Barangay,0009,019,Luzon
Nagcanasan,Barangay,0010,019,Luzon
Nanangduan,Barangay,0011,019,Luzon
Narnara,Barangay,0012,019,Luzon
Pang-ot,Barangay,0014,019,Luzon
Patad,Barangay,0015,019,Luzon
Poblacion,Barangay,0016,019,Luzon
San Juan East,Barangay,0017,019,Luzon
San Juan West,Barangay,0018,019,Luzon
South Balioag,Barangay,0019,019,Luzon
Tikitik,Barangay,0020,019,Luzon
Villavieja,Barangay,0021,019,Luzon
Bazar,Barangay,0001,020,Luzon
Bilabila,Barangay,0002,020,Luzon
Gangal ,Barangay,0003,020,Luzon
Maguyepyep,Barangay,0004,020,Luzon
Naguilian,Barangay,0005,020,Luzon
Saccaang,Barangay,0006,020,Luzon
Sallapadan,Barangay,0007,020,Luzon
Subusob,Barangay,0008,020,Luzon
Ud-udiao,Barangay,0009,020,Luzon
Cabayogan,Barangay,0001,021,Luzon
Dalimag,Barangay,0002,021,Luzon
Langbaban,Barangay,0003,021,Luzon
Manayday,Barangay,0004,021,Luzon
Pantoc,Barangay,0007,021,Luzon
Poblacion,Barangay,0008,021,Luzon
Sabtan-olo,Barangay,0010,021,Luzon
San Marcial,Barangay,0012,021,Luzon
Tangbao,Barangay,0013,021,Luzon
Abualan,Barangay,0001,022,Luzon
Ba-ug,Barangay,0002,022,Luzon
Badas,Barangay,0003,022,Luzon
Cabcaborao,Barangay,0004,022,Luzon
Colabaoan,Barangay,0005,022,Luzon
Culiong,Barangay,0006,022,Luzon
Daoidao,Barangay,0007,022,Luzon
Guimba,Barangay,0008,022,Luzon
Lam-ag,Barangay,0009,022,Luzon
Lumobang,Barangay,0010,022,Luzon
Nangobongan,Barangay,0011,022,Luzon
Pattaoig,Barangay,0012,022,Luzon
Poblacion North,Barangay,0013,022,Luzon
Poblacion South,Barangay,0014,022,Luzon
Quidaoen,Barangay,0015,022,Luzon
Sabangan,Barangay,0016,022,Luzon
Silet,Barangay,0017,022,Luzon
Supi-il,Barangay,0018,022,Luzon
Tagaytay,Barangay,0019,022,Luzon
Labaan,Barangay,0001,023,Luzon
Palang,Barangay,0002,023,Luzon
Pantoc,Barangay,0003,023,Luzon
Poblacion,Barangay,0004,023,Luzon
Tangadan,Barangay,0005,023,Luzon
Villa Mercedes,Barangay,0006,023,Luzon
Bagalay,Barangay,0001,024,Luzon
Basbasa,Barangay,0002,024,Luzon
Budac,Barangay,0003,024,Luzon
Bumagcat,Barangay,0004,024,Luzon
Cabaroan,Barangay,0005,024,Luzon
Deet,Barangay,0006,024,Luzon
Gaddani,Barangay,0007,024,Luzon
Patucannay,Barangay,0008,024,Luzon
Pias,Barangay,0009,024,Luzon
Poblacion,Barangay,0010,024,Luzon
Velasco,Barangay,0011,024,Luzon
Poblacion,Barangay,0001,025,Luzon
Alaoa,Barangay,0002,025,Luzon
Anayan,Barangay,0003,025,Luzon
Apao,Barangay,0004,025,Luzon
Belaat,Barangay,0005,025,Luzon
Caganayan,Barangay,0006,025,Luzon
Cogon,Barangay,0007,025,Luzon
Lanec,Barangay,0008,025,Luzon
Lapat-Balantay,Barangay,0009,025,Luzon
Naglibacan,Barangay,0010,025,Luzon
Alangtin,Barangay,0001,026,Luzon
Amtuagan,Barangay,0002,026,Luzon
Dilong,Barangay,0003,026,Luzon
Kili,Barangay,0004,026,Luzon
Poblacion,Barangay,0005,026,Luzon
Supo,Barangay,0006,026,Luzon
Tiempo,Barangay,0007,026,Luzon
Tubtuba,Barangay,0008,026,Luzon
Wayangan,Barangay,0009,026,Luzon
Tabacda,Barangay,0010,026,Luzon
Ap-apaya,Barangay,0001,027,Luzon
Bol-lilising,Barangay,0002,027,Luzon
Cal-lao,Barangay,0003,027,Luzon
Lap-lapog,Barangay,0004,027,Luzon
Lumaba,Barangay,0005,027,Luzon
Poblacion,Barangay,0006,027,Luzon
Tamac,Barangay,0007,027,Luzon
Tuquib,Barangay,0008,027,Luzon
Abiang,Barangay,0001,001,Luzon
Caliking,Barangay,0002,001,Luzon
Cattubo,Barangay,0003,001,Luzon
Naguey,Barangay,0004,001,Luzon
Paoay,Barangay,0005,001,Luzon
Pasdong,Barangay,0006,001,Luzon
Poblacion,Barangay,0007,001,Luzon
Topdac,Barangay,0008,001,Luzon
Apugan-Loakan,Barangay,0001,000,Luzon
Asin Road,Barangay,0002,000,Luzon
Atok Trail,Barangay,0003,000,Luzon
Bakakeng Central,Barangay,0004,000,Luzon
Bakakeng North,Barangay,0005,000,Luzon
Happy Hollow,Barangay,0006,000,Luzon
Balsigan,Barangay,0007,000,Luzon
Bayan Park West,Barangay,0008,000,Luzon
Bayan Park East,Barangay,0010,000,Luzon
Brookspoint,Barangay,0011,000,Luzon
Brookside,Barangay,0012,000,Luzon
Cabinet Hill-Teacher's Camp,Barangay,0013,000,Luzon
Camp Allen,Barangay,0016,000,Luzon
Camp 7,Barangay,0017,000,Luzon
Camp 8,Barangay,0018,000,Luzon
Campo Filipino,Barangay,0019,000,Luzon
City Camp Central,Barangay,0022,000,Luzon
City Camp Proper,Barangay,0023,000,Luzon
Country Club Village,Barangay,0025,000,Luzon
Cresencia Village,Barangay,0026,000,Luzon
"Dagsian, Upper",Barangay,0028,000,Luzon
DPS Area,Barangay,0029,000,Luzon
Dizon Subdivision,Barangay,0030,000,Luzon
"Quirino Hill, East",Barangay,0034,000,Luzon
Engineers' Hill,Barangay,0035,000,Luzon
Fairview Village,Barangay,0036,000,Luzon
Fort del Pilar,Barangay,0037,000,Luzon
"General Luna, Upper",Barangay,0038,000,Luzon
"General Luna, Lower",Barangay,0039,000,Luzon
Gibraltar,Barangay,0040,000,Luzon
Greenwater Village,Barangay,0041,000,Luzon
Guisad Central,Barangay,0042,000,Luzon
Guisad Sorong,Barangay,0043,000,Luzon
Hillside,Barangay,0045,000,Luzon
Holy Ghost Extension,Barangay,0046,000,Luzon
Holy Ghost Proper,Barangay,0047,000,Luzon
Imelda Village,Barangay,0049,000,Luzon
Irisan,Barangay,0050,000,Luzon
Kayang Extension,Barangay,0051,000,Luzon
Kias,Barangay,0052,000,Luzon
Kagitingan,Barangay,0053,000,Luzon
Loakan Proper,Barangay,0054,000,Luzon
Lopez Jaena,Barangay,0055,000,Luzon
Lourdes Subdivision Extension,Barangay,0056,000,Luzon
"Dagsian, Lower",Barangay,0058,000,Luzon
"Lourdes Subdivision, Lower",Barangay,0059,000,Luzon
"Quirino Hill, Lower",Barangay,0061,000,Luzon
General Emilio F. Aguinaldo,Barangay,0062,000,Luzon
Lualhati,Barangay,0063,000,Luzon
Lucnab,Barangay,0064,000,Luzon
"Magsaysay, Lower",Barangay,0065,000,Luzon
Magsaysay Private Road,Barangay,0066,000,Luzon
Aurora Hill Proper,Barangay,0067,000,Luzon
Bal-Marcoville,Barangay,0068,000,Luzon
"Quirino Hill, Middle",Barangay,0069,000,Luzon
Military Cut-off,Barangay,0071,000,Luzon
Mines View Park,Barangay,0072,000,Luzon
"Modern Site, East",Barangay,0074,000,Luzon
"Modern Site, West",Barangay,0075,000,Luzon
New Lucban,Barangay,0076,000,Luzon
"Aurora Hill, North Central",Barangay,0078,000,Luzon
"Sanitary Camp, North",Barangay,0079,000,Luzon
Outlook Drive,Barangay,0081,000,Luzon
Pacdal,Barangay,0082,000,Luzon
Pinget,Barangay,0086,000,Luzon
Pinsao Pilot Project,Barangay,0087,000,Luzon
Pinsao Proper,Barangay,0088,000,Luzon
Poliwes,Barangay,0089,000,Luzon
Pucsusan,Barangay,0090,000,Luzon
MRR-Queen Of Peace,Barangay,0091,000,Luzon
"Rock Quarry, Lower",Barangay,0092,000,Luzon
Salud Mitra,Barangay,0094,000,Luzon
San Antonio Village,Barangay,0096,000,Luzon
San Luis Village,Barangay,0097,000,Luzon
San Roque Village,Barangay,0098,000,Luzon
San Vicente,Barangay,0099,000,Luzon
Santa Escolastica,Barangay,0100,000,Luzon
Santo Rosario,Barangay,0101,000,Luzon
Santo Tomas School Area,Barangay,0102,000,Luzon
Santo Tomas Proper,Barangay,0103,000,Luzon
Scout Barrio,Barangay,0105,000,Luzon
Session Road Area,Barangay,0106,000,Luzon
Slaughter House Area,Barangay,0107,000,Luzon
"Sanitary Camp, South",Barangay,0109,000,Luzon
Saint Joseph Village,Barangay,0110,000,Luzon
Teodora Alonzo,Barangay,0111,000,Luzon
Trancoville,Barangay,0112,000,Luzon
"Rock Quarry, Upper",Barangay,0114,000,Luzon
Victoria Village,Barangay,0115,000,Luzon
"Quirino Hill, West",Barangay,0116,000,Luzon
Andres Bonifacio,Barangay,0117,000,Luzon
Legarda-Burnham-Kisad,Barangay,0119,000,Luzon
Imelda R. Marcos,Barangay,0120,000,Luzon
"Lourdes Subdivision, Proper",Barangay,0122,000,Luzon
"Quirino-Magsaysay, Upper",Barangay,0124,000,Luzon
A. Bonifacio-Caguioa-Rimando,Barangay,0125,000,Luzon
Ambiong,Barangay,0126,000,Luzon
"Aurora Hill, South Central",Barangay,0128,000,Luzon
Abanao-Zandueta-Kayong-Chugum-Otek,Barangay,0129,000,Luzon
Bagong Lipunan,Barangay,0130,000,Luzon
BGH Compound,Barangay,0131,000,Luzon
Bayan Park Village,Barangay,0132,000,Luzon
Camdas Subdivision,Barangay,0133,000,Luzon
Palma-Urbano,Barangay,0134,000,Luzon
Dominican Hill-Mirador,Barangay,0135,000,Luzon
Alfonso Tabora,Barangay,0136,000,Luzon
Dontogan,Barangay,0137,000,Luzon
Ferdinand,Barangay,0138,000,Luzon
Happy Homes,Barangay,0139,000,Luzon
Harrison-Claudio Carantes,Barangay,0140,000,Luzon
Honeymoon,Barangay,0141,000,Luzon
Kabayanihan,Barangay,0142,000,Luzon
Kayang-Hilltop,Barangay,0143,000,Luzon
Gabriela Silang,Barangay,0144,000,Luzon
Liwanag-Loakan,Barangay,0145,000,Luzon
Malcolm Square-Perfecto,Barangay,0147,000,Luzon
Manuel A. Roxas,Barangay,0148,000,Luzon
Padre Burgos,Barangay,0149,000,Luzon
"Quezon Hill, Upper",Barangay,0150,000,Luzon
"Rock Quarry, Middle",Barangay,0151,000,Luzon
Phil-Am,Barangay,0152,000,Luzon
Quezon Hill Proper,Barangay,0153,000,Luzon
Middle Quezon Hill Subdivision,Barangay,0154,000,Luzon
Rizal Monument Area,Barangay,0155,000,Luzon
SLU-SVP Housing Village,Barangay,0156,000,Luzon
South Drive,Barangay,0157,000,Luzon
"Magsaysay, Upper",Barangay,0159,000,Luzon
"Market Subdivision, Upper",Barangay,0160,000,Luzon
Padre Zamora,Barangay,0161,000,Luzon
Ampusongan,Barangay,0001,003,Luzon
Bagu,Barangay,0002,003,Luzon
Dalipey,Barangay,0004,003,Luzon
Gambang,Barangay,0005,003,Luzon
Kayapa,Barangay,0007,003,Luzon
Poblacion,Barangay,0009,003,Luzon
Sinacbat,Barangay,0010,003,Luzon
Ambuclao,Barangay,0001,004,Luzon
Bila,Barangay,0002,004,Luzon
Bobok-Bisal,Barangay,0003,004,Luzon
Daclan,Barangay,0004,004,Luzon
Ekip,Barangay,0005,004,Luzon
Karao,Barangay,0006,004,Luzon
Nawal,Barangay,0007,004,Luzon
Pito,Barangay,0008,004,Luzon
Poblacion,Barangay,0009,004,Luzon
Tikey,Barangay,0010,004,Luzon
Abatan,Barangay,0001,005,Luzon
Amgaleyguey,Barangay,0002,005,Luzon
Amlimay,Barangay,0003,005,Luzon
Baculongan Norte,Barangay,0004,005,Luzon
Bangao,Barangay,0006,005,Luzon
Buyacaoan,Barangay,0007,005,Luzon
Calamagan,Barangay,0008,005,Luzon
Catlubong,Barangay,0009,005,Luzon
Loo,Barangay,0010,005,Luzon
Natubleng,Barangay,0012,005,Luzon
Poblacion,Barangay,0013,005,Luzon
Baculongan Sur,Barangay,0014,005,Luzon
Lengaoan,Barangay,0015,005,Luzon
Sebang,Barangay,0016,005,Luzon
Ampucao,Barangay,0001,006,Luzon
Dalupirip,Barangay,0002,006,Luzon
Gumatdang,Barangay,0003,006,Luzon
Loacan,Barangay,0004,006,Luzon
Poblacion,Barangay,0005,006,Luzon
Tinongdan,Barangay,0006,006,Luzon
Tuding,Barangay,0007,006,Luzon
Ucab,Barangay,0008,006,Luzon
Virac,Barangay,0009,006,Luzon
Adaoay,Barangay,0001,007,Luzon
Anchukey,Barangay,0002,007,Luzon
Ballay,Barangay,0003,007,Luzon
Bashoy,Barangay,0004,007,Luzon
Batan,Barangay,0005,007,Luzon
Duacan,Barangay,0009,007,Luzon
Eddet,Barangay,0010,007,Luzon
Gusaran,Barangay,0012,007,Luzon
Kabayan Barrio,Barangay,0013,007,Luzon
Lusod,Barangay,0014,007,Luzon
Pacso,Barangay,0016,007,Luzon
Poblacion,Barangay,0017,007,Luzon
Tawangan,Barangay,0018,007,Luzon
Balakbak,Barangay,0001,008,Luzon
Beleng-Belis,Barangay,0002,008,Luzon
Boklaoan,Barangay,0003,008,Luzon
Cayapes,Barangay,0004,008,Luzon
Cuba,Barangay,0006,008,Luzon
Datakan,Barangay,0008,008,Luzon
Gadang,Barangay,0009,008,Luzon
Gasweling,Barangay,0010,008,Luzon
Labueg,Barangay,0011,008,Luzon
Paykek,Barangay,0013,008,Luzon
Poblacion Central,Barangay,0014,008,Luzon
Pudong,Barangay,0015,008,Luzon
Pongayan,Barangay,0016,008,Luzon
Sagubo,Barangay,0017,008,Luzon
Taba-ao,Barangay,0018,008,Luzon
Badeo,Barangay,0001,009,Luzon
Lubo,Barangay,0002,009,Luzon
Madaymen,Barangay,0003,009,Luzon
Palina,Barangay,0004,009,Luzon
Poblacion,Barangay,0005,009,Luzon
Sagpat,Barangay,0006,009,Luzon
Tacadang,Barangay,0007,009,Luzon
Alapang,Barangay,0001,010,Luzon
Alno,Barangay,0002,010,Luzon
Ambiong,Barangay,0003,010,Luzon
Bahong,Barangay,0004,010,Luzon
Balili,Barangay,0005,010,Luzon
Beckel,Barangay,0006,010,Luzon
Bineng,Barangay,0007,010,Luzon
Betag,Barangay,0008,010,Luzon
Cruz,Barangay,0009,010,Luzon
Lubas,Barangay,0010,010,Luzon
Pico,Barangay,0011,010,Luzon
Poblacion,Barangay,0012,010,Luzon
Puguis,Barangay,0013,010,Luzon
Shilan,Barangay,0014,010,Luzon
Tawang,Barangay,0015,010,Luzon
Wangal,Barangay,0016,010,Luzon
Balili,Barangay,0001,011,Luzon
Bedbed,Barangay,0002,011,Luzon
Bulalacao,Barangay,0003,011,Luzon
Cabiten,Barangay,0004,011,Luzon
Colalo,Barangay,0005,011,Luzon
Guinaoang,Barangay,0006,011,Luzon
Paco,Barangay,0008,011,Luzon
Palasaan,Barangay,0009,011,Luzon
Poblacion,Barangay,0010,011,Luzon
Sapid,Barangay,0011,011,Luzon
Tabio,Barangay,0012,011,Luzon
Taneg,Barangay,0013,011,Luzon
Bagong,Barangay,0002,012,Luzon
Balluay,Barangay,0003,012,Luzon
Banangan,Barangay,0004,012,Luzon
Banengbeng,Barangay,0005,012,Luzon
Bayabas,Barangay,0006,012,Luzon
Kamog,Barangay,0007,012,Luzon
Pappa,Barangay,0010,012,Luzon
Poblacion,Barangay,0011,012,Luzon
Ansagan,Barangay,0001,013,Luzon
Camp One,Barangay,0002,013,Luzon
Camp 3,Barangay,0003,013,Luzon
Camp 4,Barangay,0004,013,Luzon
Nangalisan,Barangay,0006,013,Luzon
Poblacion,Barangay,0007,013,Luzon
San Pascual,Barangay,0008,013,Luzon
Tabaan Norte,Barangay,0009,013,Luzon
Tabaan Sur,Barangay,0010,013,Luzon
Tadiangan,Barangay,0011,013,Luzon
Taloy Norte,Barangay,0012,013,Luzon
Taloy Sur,Barangay,0013,013,Luzon
Twin Peaks,Barangay,0014,013,Luzon
Ambassador,Barangay,0001,014,Luzon
Ambongdolan,Barangay,0002,014,Luzon
Ba-ayan,Barangay,0003,014,Luzon
Basil,Barangay,0004,014,Luzon
Daclan,Barangay,0005,014,Luzon
Caponga ,Barangay,0006,014,Luzon
Tublay Central,Barangay,0007,014,Luzon
Tuel,Barangay,0008,014,Luzon
Amganad,Barangay,0001,001,Luzon
Anaba,Barangay,0002,001,Luzon
Bangaan,Barangay,0003,001,Luzon
Batad,Barangay,0004,001,Luzon
Bocos,Barangay,0005,001,Luzon
Banao,Barangay,0007,001,Luzon
Cambulo,Barangay,0009,001,Luzon
Ducligan,Barangay,0010,001,Luzon
Gohang,Barangay,0011,001,Luzon
Kinakin,Barangay,0013,001,Luzon
Poblacion,Barangay,0016,001,Luzon
Poitan,Barangay,0017,001,Luzon
San Fernando,Barangay,0018,001,Luzon
Balawis,Barangay,0021,001,Luzon
Ohaj,Barangay,0022,001,Luzon
Tam-an,Barangay,0023,001,Luzon
View Point,Barangay,0024,001,Luzon
Pula,Barangay,0025,001,Luzon
Abatan,Barangay,0001,002,Luzon
Bangbang,Barangay,0004,002,Luzon
Maggok,Barangay,0010,002,Luzon
Poblacion,Barangay,0011,002,Luzon
Bokiawan,Barangay,0018,002,Luzon
Hapao,Barangay,0019,002,Luzon
Lubo-ong,Barangay,0020,002,Luzon
Nungulunan,Barangay,0021,002,Luzon
Ba-ang,Barangay,0022,002,Luzon
Ambabag,Barangay,0001,003,Luzon
Baguinge,Barangay,0004,003,Luzon
Bokiawan,Barangay,0005,003,Luzon
Dalligan,Barangay,0008,003,Luzon
Duit,Barangay,0009,003,Luzon
Hucab,Barangay,0011,003,Luzon
Julongan,Barangay,0012,003,Luzon
Lingay,Barangay,0013,003,Luzon
Mungayang,Barangay,0014,003,Luzon
Nagacadan,Barangay,0015,003,Luzon
Pindongan,Barangay,0017,003,Luzon
Poblacion,Barangay,0018,003,Luzon
Tuplac,Barangay,0020,003,Luzon
Bolog,Barangay,0021,003,Luzon
Abinuan,Barangay,0001,004,Luzon
Banga,Barangay,0003,004,Luzon
Boliwong,Barangay,0005,004,Luzon
Burnay,Barangay,0006,004,Luzon
Buyabuyan,Barangay,0008,004,Luzon
Caba,Barangay,0009,004,Luzon
Cudog,Barangay,0010,004,Luzon
Dulao,Barangay,0011,004,Luzon
Jucbong,Barangay,0013,004,Luzon
Luta,Barangay,0014,004,Luzon
Montabiong,Barangay,0016,004,Luzon
Olilicon,Barangay,0018,004,Luzon
Poblacion South,Barangay,0020,004,Luzon
Ponghal,Barangay,0021,004,Luzon
Pullaan,Barangay,0022,004,Luzon
Tungngod,Barangay,0023,004,Luzon
Tupaya,Barangay,0024,004,Luzon
Poblacion East,Barangay,0026,004,Luzon
Poblacion North,Barangay,0027,004,Luzon
Poblacion West,Barangay,0028,004,Luzon
Ambasa,Barangay,0002,005,Luzon
Hapid,Barangay,0004,005,Luzon
Lawig,Barangay,0005,005,Luzon
Lucban,Barangay,0006,005,Luzon
Mabatobato,Barangay,0007,005,Luzon
Magulon,Barangay,0008,005,Luzon
Nayon,Barangay,0009,005,Luzon
Panopdopan,Barangay,0010,005,Luzon
Payawan,Barangay,0011,005,Luzon
Pieza,Barangay,0012,005,Luzon
Poblacion East,Barangay,0013,005,Luzon
Pugol,Barangay,0014,005,Luzon
Salamague,Barangay,0015,005,Luzon
Bimpal,Barangay,0016,005,Luzon
Holowon,Barangay,0017,005,Luzon
Poblacion West,Barangay,0018,005,Luzon
Sanafe,Barangay,0019,005,Luzon
Umilag,Barangay,0020,005,Luzon
Aduyongan,Barangay,0001,006,Luzon
Alimit,Barangay,0002,006,Luzon
Ayangan,Barangay,0003,006,Luzon
Balangbang,Barangay,0004,006,Luzon
Banao,Barangay,0005,006,Luzon
Banhal,Barangay,0006,006,Luzon
Bongan,Barangay,0007,006,Luzon
Buninan,Barangay,0009,006,Luzon
Chaya,Barangay,0010,006,Luzon
Chumang,Barangay,0011,006,Luzon
Guinihon,Barangay,0014,006,Luzon
Inwaloy,Barangay,0015,006,Luzon
Langayan,Barangay,0018,006,Luzon
Liwo,Barangay,0019,006,Luzon
Maga,Barangay,0020,006,Luzon
Magulon,Barangay,0021,006,Luzon
Mapawoy,Barangay,0022,006,Luzon
Mayoyao Proper,Barangay,0023,006,Luzon
Mongol,Barangay,0024,006,Luzon
Nalbu,Barangay,0025,006,Luzon
Nattum,Barangay,0026,006,Luzon
Palaad,Barangay,0027,006,Luzon
Poblacion,Barangay,0028,006,Luzon
Talboc,Barangay,0030,006,Luzon
Tulaed,Barangay,0033,006,Luzon
Bato-Alatbang,Barangay,0035,006,Luzon
Epeng,Barangay,0036,006,Luzon
Bangar,Barangay,0001,007,Luzon
Busilac,Barangay,0002,007,Luzon
Calimag,Barangay,0003,007,Luzon
Calupaan,Barangay,0004,007,Luzon
Caragasan,Barangay,0005,007,Luzon
Dolowog,Barangay,0006,007,Luzon
Kiling,Barangay,0007,007,Luzon
Namnama,Barangay,0008,007,Luzon
Namillangan,Barangay,0009,007,Luzon
Pinto,Barangay,0010,007,Luzon
Poblacion,Barangay,0011,007,Luzon
San Jose,Barangay,0013,007,Luzon
San Juan,Barangay,0014,007,Luzon
San Marcos,Barangay,0015,007,Luzon
San Quintin,Barangay,0016,007,Luzon
Santa Maria,Barangay,0017,007,Luzon
Santo Domingo,Barangay,0018,007,Luzon
Little Tadian,Barangay,0019,007,Luzon
Ngileb,Barangay,0020,007,Luzon
Laya,Barangay,0021,007,Luzon
Awayan,Barangay,0001,008,Luzon
Bunhian,Barangay,0002,008,Luzon
Butac,Barangay,0003,008,Luzon
Chalalo,Barangay,0004,008,Luzon
Damag,Barangay,0005,008,Luzon
Galonogon,Barangay,0006,008,Luzon
Halag,Barangay,0007,008,Luzon
Itab,Barangay,0008,008,Luzon
Jacmal,Barangay,0009,008,Luzon
Majlong,Barangay,0010,008,Luzon
Mongayang,Barangay,0011,008,Luzon
Posnaan,Barangay,0012,008,Luzon
Ta-ang,Barangay,0013,008,Luzon
Talite,Barangay,0014,008,Luzon
Ubao,Barangay,0015,008,Luzon
Buwag,Barangay,0016,008,Luzon
Anao,Barangay,0001,009,Luzon
Bangtinon,Barangay,0002,009,Luzon
Bitu,Barangay,0003,009,Luzon
Cababuyan,Barangay,0004,009,Luzon
Mompolia,Barangay,0005,009,Luzon
Namulditan,Barangay,0006,009,Luzon
O-ong,Barangay,0007,009,Luzon
Piwong,Barangay,0008,009,Luzon
Poblacion,Barangay,0009,009,Luzon
Ubuag,Barangay,0010,009,Luzon
Umalbong,Barangay,0011,009,Luzon
Northern Cababuyan,Barangay,0012,009,Luzon
Ahin,Barangay,0001,010,Luzon
Ap-apid,Barangay,0002,010,Luzon
Binablayan,Barangay,0003,010,Luzon
Danggo,Barangay,0004,010,Luzon
Eheb,Barangay,0005,010,Luzon
Gumhang,Barangay,0006,010,Luzon
Impugong,Barangay,0007,010,Luzon
Luhong,Barangay,0008,010,Luzon
Tinoc,Barangay,0009,010,Luzon
Tukucan,Barangay,0010,010,Luzon
Tulludan,Barangay,0011,010,Luzon
