location_name,location_type,code,parent_code,island_group
Dabubu Pequeño,Barangay,0004,027,Luzon
Dappig,Barangay,0005,027,Luzon
Laoag,Barangay,0006,027,Luzon
Mapalad,Barangay,0007,027,Luzon
Masaya Centro ,Barangay,0008,027,Luzon
Masaya Norte,Barangay,0009,027,Luzon
Masaya Sur,Barangay,0010,027,Luzon
Nemmatan,Barangay,0011,027,Luzon
Palacian,Barangay,0012,027,Luzon
Panang,Barangay,0013,027,Luzon
Quimalabasa Norte,Barangay,0014,027,Luzon
Quimalabasa Sur,Barangay,0015,027,Luzon
Rang-ay,Barangay,0016,027,Luzon
Salay,Barangay,0017,027,Luzon
San Antonio,Barangay,0018,027,Luzon
Santo Niño,Barangay,0019,027,Luzon
Santos,Barangay,0020,027,Luzon
Sinaoangan Norte,Barangay,0021,027,Luzon
Sinaoangan Sur,Barangay,0022,027,Luzon
Virgoneza,Barangay,0023,027,Luzon
Anonang,Barangay,0001,028,Luzon
Aringay,Barangay,0002,028,Luzon
Centro 1 ,Barangay,0004,028,Luzon
Centro 2 ,Barangay,0005,028,Luzon
Colorado,Barangay,0006,028,Luzon
Dietban,Barangay,0007,028,Luzon
Dingading,Barangay,0008,028,Luzon
Dipacamo,Barangay,0009,028,Luzon
Estrella,Barangay,0010,028,Luzon
Guam,Barangay,0011,028,Luzon
Nakar,Barangay,0013,028,Luzon
Palawan,Barangay,0014,028,Luzon
Progreso,Barangay,0015,028,Luzon
Rizal,Barangay,0016,028,Luzon
San Francisco Sur,Barangay,0017,028,Luzon
San Mariano Norte,Barangay,0018,028,Luzon
San Mariano Sur,Barangay,0019,028,Luzon
Sinalugan,Barangay,0020,028,Luzon
Villa Remedios,Barangay,0021,028,Luzon
Villa Rose,Barangay,0022,028,Luzon
Villa Sanchez,Barangay,0023,028,Luzon
Villa Teresita,Barangay,0024,028,Luzon
Burgos,Barangay,0025,028,Luzon
San Francisco Norte,Barangay,0026,028,Luzon
Calaoagan,Barangay,0027,028,Luzon
San Rafael,Barangay,0028,028,Luzon
Camarag,Barangay,0001,029,Luzon
Cebu,Barangay,0002,029,Luzon
Gomez,Barangay,0003,029,Luzon
Gud,Barangay,0004,029,Luzon
Nagbukel,Barangay,0005,029,Luzon
Patanad,Barangay,0006,029,Luzon
Quezon,Barangay,0007,029,Luzon
Ramos East,Barangay,0009,029,Luzon
Ramos West,Barangay,0010,029,Luzon
Rizal East ,Barangay,0012,029,Luzon
Rizal West ,Barangay,0013,029,Luzon
Victoria,Barangay,0014,029,Luzon
Villaflor,Barangay,0015,029,Luzon
Agliam,Barangay,0001,030,Luzon
Babanuang,Barangay,0002,030,Luzon
Cabaritan,Barangay,0003,030,Luzon
Caraniogan,Barangay,0004,030,Luzon
Eden,Barangay,0006,030,Luzon
Malalinta,Barangay,0007,030,Luzon
Mararigue,Barangay,0008,030,Luzon
Nueva Era,Barangay,0009,030,Luzon
Pisang,Barangay,0010,030,Luzon
District 1 ,Barangay,0011,030,Luzon
District 2 ,Barangay,0012,030,Luzon
District 3 ,Barangay,0013,030,Luzon
District 4 ,Barangay,0014,030,Luzon
San Francisco,Barangay,0015,030,Luzon
Sandiat Centro,Barangay,0016,030,Luzon
Sandiat East,Barangay,0017,030,Luzon
Sandiat West,Barangay,0018,030,Luzon
Santa Cruz,Barangay,0019,030,Luzon
Villanueva,Barangay,0020,030,Luzon
Alibadabad,Barangay,0001,031,Luzon
Binatug,Barangay,0003,031,Luzon
Bitabian,Barangay,0004,031,Luzon
Buyasan,Barangay,0005,031,Luzon
Cadsalan,Barangay,0006,031,Luzon
Casala,Barangay,0007,031,Luzon
Cataguing,Barangay,0008,031,Luzon
Daragutan East,Barangay,0009,031,Luzon
Daragutan West,Barangay,0010,031,Luzon
Del Pilar,Barangay,0011,031,Luzon
Dibuluan,Barangay,0012,031,Luzon
Dicamay,Barangay,0013,031,Luzon
Dipusu,Barangay,0014,031,Luzon
Disulap,Barangay,0015,031,Luzon
Disusuan,Barangay,0016,031,Luzon
Gangalan,Barangay,0017,031,Luzon
Ibujan,Barangay,0018,031,Luzon
Libertad,Barangay,0019,031,Luzon
Macayucayu,Barangay,0020,031,Luzon
Mallabo,Barangay,0021,031,Luzon
Marannao,Barangay,0022,031,Luzon
Minanga,Barangay,0023,031,Luzon
Old San Mariano,Barangay,0024,031,Luzon
Palutan,Barangay,0025,031,Luzon
Panninan,Barangay,0026,031,Luzon
Zone I ,Barangay,0027,031,Luzon
Zone II ,Barangay,0028,031,Luzon
Zone III ,Barangay,0029,031,Luzon
San Jose,Barangay,0030,031,Luzon
San Pablo,Barangay,0031,031,Luzon
San Pedro,Barangay,0032,031,Luzon
Santa Filomina,Barangay,0033,031,Luzon
Tappa,Barangay,0034,031,Luzon
Ueg,Barangay,0035,031,Luzon
Zamora,Barangay,0038,031,Luzon
Balagan,Barangay,0039,031,Luzon
Bacarreña,Barangay,0001,032,Luzon
Bagong Sikat,Barangay,0002,032,Luzon
Bella Luz,Barangay,0003,032,Luzon
Daramuangan Sur,Barangay,0004,032,Luzon
Estrella,Barangay,0005,032,Luzon
Gaddanan,Barangay,0007,032,Luzon
Malasin,Barangay,0009,032,Luzon
Mapuroc,Barangay,0010,032,Luzon
Marasat Grande,Barangay,0011,032,Luzon
Marasat Pequeño,Barangay,0012,032,Luzon
Old Centro I,Barangay,0013,032,Luzon
Old Centro II,Barangay,0014,032,Luzon
Barangay I ,Barangay,0017,032,Luzon
Barangay II ,Barangay,0018,032,Luzon
Barangay III ,Barangay,0019,032,Luzon
Barangay IV ,Barangay,0020,032,Luzon
Salinungan East,Barangay,0021,032,Luzon
Salinungan West,Barangay,0024,032,Luzon
San Andres,Barangay,0025,032,Luzon
San Antonio,Barangay,0026,032,Luzon
San Ignacio,Barangay,0027,032,Luzon
San Manuel,Barangay,0028,032,Luzon
San Marcos,Barangay,0029,032,Luzon
San Roque,Barangay,0030,032,Luzon
Sinamar Norte,Barangay,0031,032,Luzon
Sinamar Sur,Barangay,0032,032,Luzon
Victoria,Barangay,0033,032,Luzon
Villafuerte,Barangay,0035,032,Luzon
Villa Cruz,Barangay,0036,032,Luzon
Villa Magat,Barangay,0037,032,Luzon
Villa Gamiao,Barangay,0038,032,Luzon
Dagupan,Barangay,0039,032,Luzon
Daramuangan Norte,Barangay,0040,032,Luzon
Annanuman,Barangay,0001,033,Luzon
Auitan,Barangay,0002,033,Luzon
Ballacayu,Barangay,0003,033,Luzon
Binguang,Barangay,0004,033,Luzon
Bungad,Barangay,0005,033,Luzon
Dalena,Barangay,0006,033,Luzon
Caddangan/Limbauan,Barangay,0007,033,Luzon
Calamagui,Barangay,0008,033,Luzon
Caralucud,Barangay,0009,033,Luzon
Guminga,Barangay,0010,033,Luzon
Minanga Norte,Barangay,0011,033,Luzon
Minanga Sur,Barangay,0012,033,Luzon
San Jose,Barangay,0013,033,Luzon
Poblacion,Barangay,0014,033,Luzon
Simanu Norte,Barangay,0015,033,Luzon
Simanu Sur,Barangay,0016,033,Luzon
Tupa,Barangay,0017,033,Luzon
Bangad,Barangay,0001,034,Luzon
Buenavista,Barangay,0002,034,Luzon
Calamagui North,Barangay,0003,034,Luzon
Calamagui East,Barangay,0004,034,Luzon
Calamagui West,Barangay,0005,034,Luzon
Divisoria,Barangay,0007,034,Luzon
Lingaling,Barangay,0008,034,Luzon
Mozzozzin Sur,Barangay,0009,034,Luzon
Mozzozzin North,Barangay,0010,034,Luzon
Naganacan,Barangay,0011,034,Luzon
Poblacion 1,Barangay,0012,034,Luzon
Poblacion 2,Barangay,0013,034,Luzon
Poblacion 3,Barangay,0014,034,Luzon
Quinagabian,Barangay,0015,034,Luzon
San Antonio,Barangay,0016,034,Luzon
San Isidro East,Barangay,0017,034,Luzon
San Isidro West,Barangay,0018,034,Luzon
San Rafael West,Barangay,0019,034,Luzon
San Rafael East,Barangay,0020,034,Luzon
Villabuena,Barangay,0021,034,Luzon
Abra,Barangay,0001,035,Luzon
Ambalatungan,Barangay,0002,035,Luzon
Balintocatoc,Barangay,0003,035,Luzon
Baluarte,Barangay,0004,035,Luzon
Bannawag Norte,Barangay,0005,035,Luzon
Batal,Barangay,0006,035,Luzon
Buenavista,Barangay,0007,035,Luzon
Cabulay,Barangay,0008,035,Luzon
Calao East ,Barangay,0009,035,Luzon
Calao West ,Barangay,0010,035,Luzon
Calaocan,Barangay,0011,035,Luzon
Villa Gonzaga,Barangay,0012,035,Luzon
Centro East ,Barangay,0013,035,Luzon
Centro West ,Barangay,0014,035,Luzon
Divisoria,Barangay,0015,035,Luzon
Dubinan East,Barangay,0016,035,Luzon
Dubinan West,Barangay,0017,035,Luzon
Luna,Barangay,0018,035,Luzon
Mabini,Barangay,0019,035,Luzon
Malvar,Barangay,0020,035,Luzon
Nabbuan,Barangay,0021,035,Luzon
Naggasican,Barangay,0022,035,Luzon
Patul,Barangay,0023,035,Luzon
Plaridel,Barangay,0024,035,Luzon
Rizal,Barangay,0025,035,Luzon
Rosario,Barangay,0026,035,Luzon
Sagana,Barangay,0027,035,Luzon
Salvador,Barangay,0028,035,Luzon
San Andres,Barangay,0029,035,Luzon
San Isidro,Barangay,0030,035,Luzon
San Jose,Barangay,0031,035,Luzon
Sinili,Barangay,0032,035,Luzon
Sinsayon,Barangay,0033,035,Luzon
Santa Rosa,Barangay,0034,035,Luzon
Victory Norte,Barangay,0035,035,Luzon
Victory Sur,Barangay,0036,035,Luzon
Villasis,Barangay,0037,035,Luzon
Ammugauan,Barangay,0001,036,Luzon
Antagan,Barangay,0002,036,Luzon
Bagabag,Barangay,0003,036,Luzon
Bagutari,Barangay,0004,036,Luzon
Balelleng,Barangay,0005,036,Luzon
Barumbong,Barangay,0006,036,Luzon
Bubug,Barangay,0008,036,Luzon
Bolinao-Culalabo,Barangay,0009,036,Luzon
Cañogan Abajo Norte,Barangay,0010,036,Luzon
Calinaoan Centro,Barangay,0013,036,Luzon
Calinaoan Malasin,Barangay,0015,036,Luzon
Calinaoan Norte,Barangay,0016,036,Luzon
Cañogan Abajo Sur,Barangay,0017,036,Luzon
Cañogan Alto,Barangay,0018,036,Luzon
Centro,Barangay,0019,036,Luzon
Colunguan,Barangay,0020,036,Luzon
Malapagay,Barangay,0021,036,Luzon
San Rafael Abajo,Barangay,0022,036,Luzon
San Rafael Alto,Barangay,0023,036,Luzon
San Roque,Barangay,0024,036,Luzon
San Vicente,Barangay,0025,036,Luzon
Uauang-Tuliao,Barangay,0026,036,Luzon
Uauang-Galicia,Barangay,0027,036,Luzon
Biga Occidental,Barangay,0029,036,Luzon
Biga Oriental,Barangay,0030,036,Luzon
Calanigan Norte,Barangay,0031,036,Luzon
Calanigan Sur,Barangay,0032,036,Luzon
Annafunan,Barangay,0001,037,Luzon
Antagan I,Barangay,0002,037,Luzon
Antagan II,Barangay,0003,037,Luzon
Arcon,Barangay,0005,037,Luzon
Balug,Barangay,0007,037,Luzon
Banig,Barangay,0008,037,Luzon
Bantug,Barangay,0009,037,Luzon
Bayabo East,Barangay,0010,037,Luzon
Caligayan,Barangay,0012,037,Luzon
Camasi,Barangay,0013,037,Luzon
Carpentero,Barangay,0014,037,Luzon
Compania,Barangay,0015,037,Luzon
Cumabao,Barangay,0016,037,Luzon
Fugu Abajo,Barangay,0018,037,Luzon
Fugu Norte,Barangay,0019,037,Luzon
Fugu Sur,Barangay,0020,037,Luzon
Fermeldy,Barangay,0021,037,Luzon
Lalauanan,Barangay,0022,037,Luzon
Lanna,Barangay,0023,037,Luzon
Lapogan,Barangay,0024,037,Luzon
Lingaling,Barangay,0025,037,Luzon
Liwanag,Barangay,0026,037,Luzon
Santa Visitacion,Barangay,0027,037,Luzon
Malamag East,Barangay,0029,037,Luzon
Malamag West,Barangay,0030,037,Luzon
Maligaya,Barangay,0031,037,Luzon
Minanga,Barangay,0032,037,Luzon
Namnama,Barangay,0033,037,Luzon
Paragu,Barangay,0035,037,Luzon
Pilitan,Barangay,0036,037,Luzon
Barangay District 1 ,Barangay,0037,037,Luzon
Barangay District 2 ,Barangay,0038,037,Luzon
Barangay District 3 ,Barangay,0039,037,Luzon
Barangay District 4 ,Barangay,0040,037,Luzon
San Mateo,Barangay,0041,037,Luzon
San Pedro,Barangay,0042,037,Luzon
San Vicente,Barangay,0044,037,Luzon
Santa,Barangay,0045,037,Luzon
Santa Catalina,Barangay,0046,037,Luzon
Santo Niño,Barangay,0047,037,Luzon
Sinippil,Barangay,0048,037,Luzon
Sisim Abajo,Barangay,0050,037,Luzon
Sisim Alto,Barangay,0051,037,Luzon
Tunggui,Barangay,0053,037,Luzon
Ugad,Barangay,0054,037,Luzon
Moldero,Barangay,0055,037,Luzon
Ammoweg,Barangay,0001,001,Luzon
Camandag,Barangay,0004,001,Luzon
Labang,Barangay,0005,001,Luzon
Napo,Barangay,0006,001,Luzon
Poblacion,Barangay,0007,001,Luzon
Salingsingan,Barangay,0008,001,Luzon
Tiblac,Barangay,0009,001,Luzon
Dulli,Barangay,0010,001,Luzon
Banganan,Barangay,0001,002,Luzon
Beti,Barangay,0002,002,Luzon
Bone North,Barangay,0003,002,Luzon
Bone South,Barangay,0004,002,Luzon
Calitlitan,Barangay,0005,002,Luzon
Comon,Barangay,0006,002,Luzon
Cutar,Barangay,0007,002,Luzon
Darapidap,Barangay,0008,002,Luzon
Kirang,Barangay,0009,002,Luzon
Nagcuartelan,Barangay,0010,002,Luzon
Poblacion,Barangay,0011,002,Luzon
Sta. Clara,Barangay,0012,002,Luzon
Tabueng,Barangay,0013,002,Luzon
Tucanon,Barangay,0014,002,Luzon
Anayo,Barangay,0016,002,Luzon
Baan,Barangay,0017,002,Luzon
Balite,Barangay,0018,002,Luzon
Canabuan,Barangay,0019,002,Luzon
Canarem,Barangay,0020,002,Luzon
Latar-Nocnoc-San Francisco,Barangay,0021,002,Luzon
Ocao-Capiniaan,Barangay,0022,002,Luzon
Yaway,Barangay,0023,002,Luzon
Bakir,Barangay,0001,003,Luzon
Baretbet,Barangay,0002,003,Luzon
Careb,Barangay,0003,003,Luzon
Lantap,Barangay,0004,003,Luzon
Murong,Barangay,0005,003,Luzon
Nangalisan,Barangay,0006,003,Luzon
Paniki,Barangay,0007,003,Luzon
Pogonsino,Barangay,0008,003,Luzon
San Geronimo ,Barangay,0009,003,Luzon
San Pedro ,Barangay,0010,003,Luzon
Sta. Cruz,Barangay,0011,003,Luzon
Sta. Lucia,Barangay,0012,003,Luzon
Tuao North,Barangay,0014,003,Luzon
Villa Coloma ,Barangay,0015,003,Luzon
Quirino ,Barangay,0016,003,Luzon
Villaros,Barangay,0017,003,Luzon
Tuao South,Barangay,0018,003,Luzon
Abian,Barangay,0001,004,Luzon
Abinganan,Barangay,0002,004,Luzon
Aliaga,Barangay,0003,004,Luzon
Almaguer North,Barangay,0005,004,Luzon
Almaguer South,Barangay,0006,004,Luzon
Banggot ,Barangay,0007,004,Luzon
Barat,Barangay,0008,004,Luzon
Buag ,Barangay,0009,004,Luzon
Calaocan ,Barangay,0010,004,Luzon
Dullao,Barangay,0011,004,Luzon
Homestead,Barangay,0012,004,Luzon
Indiana,Barangay,0013,004,Luzon
Mabuslo,Barangay,0014,004,Luzon
Macate,Barangay,0015,004,Luzon
Manamtam,Barangay,0016,004,Luzon
Mauan,Barangay,0017,004,Luzon
Salinas,Barangay,0018,004,Luzon
San Antonio North,Barangay,0020,004,Luzon
San Antonio South,Barangay,0021,004,Luzon
San Fernando,Barangay,0022,004,Luzon
San Leonardo,Barangay,0023,004,Luzon
Santo Domingo,Barangay,0024,004,Luzon
Pallas,Barangay,0025,004,Luzon
Magsaysay Hills,Barangay,0026,004,Luzon
Santo Domingo West,Barangay,0027,004,Luzon
Bonfal East,Barangay,0001,005,Luzon
Bonfal Proper,Barangay,0002,005,Luzon
Bonfal West,Barangay,0003,005,Luzon
Buenavista,Barangay,0004,005,Luzon
Busilac,Barangay,0005,005,Luzon
Casat,Barangay,0006,005,Luzon
La Torre North,Barangay,0008,005,Luzon
Magapuy,Barangay,0009,005,Luzon
Magsaysay,Barangay,0010,005,Luzon
Masoc,Barangay,0011,005,Luzon
Paitan,Barangay,0012,005,Luzon
Don Domingo Maddela Pob. ,Barangay,0014,005,Luzon
Don Tomas Maddela Pob.,Barangay,0015,005,Luzon
District III Pob.,Barangay,0016,005,Luzon
District IV ,Barangay,0017,005,Luzon
Bansing,Barangay,0019,005,Luzon
Cabuaan,Barangay,0020,005,Luzon
Don Mariano Marcos,Barangay,0021,005,Luzon
Ipil-Cuneg,Barangay,0022,005,Luzon
La Torre South,Barangay,0023,005,Luzon
Luyang,Barangay,0024,005,Luzon
Salvacion,Barangay,0025,005,Luzon
San Nicolas North,Barangay,0026,005,Luzon
Santa Rosa,Barangay,0027,005,Luzon
Vista Alegre,Barangay,0028,005,Luzon
Arwas,Barangay,0001,006,Luzon
Balete,Barangay,0002,006,Luzon
Bugnay,Barangay,0003,006,Luzon
Decabacan,Barangay,0004,006,Luzon
Duruarog,Barangay,0005,006,Luzon
Escoting,Barangay,0006,006,Luzon
Nagsabaran,Barangay,0007,006,Luzon
Namamparan,Barangay,0008,006,Luzon
Pinya,Barangay,0009,006,Luzon
Poblacion,Barangay,0010,006,Luzon
Ampakleng,Barangay,0011,006,Luzon
Butao,Barangay,0012,006,Luzon
Langka,Barangay,0013,006,Luzon
Lurad,Barangay,0014,006,Luzon
Rosario,Barangay,0015,006,Luzon
San Luis,Barangay,0016,006,Luzon
San Pablo,Barangay,0017,006,Luzon
Villa Aurora,Barangay,0018,006,Luzon
Villa Florentino,Barangay,0019,006,Luzon
Belance,Barangay,0002,007,Luzon
Bulala,Barangay,0003,007,Luzon
Inaban,Barangay,0009,007,Luzon
Ineangan,Barangay,0010,007,Luzon
Lamo,Barangay,0011,007,Luzon
Mabasa,Barangay,0012,007,Luzon
Malasin ,Barangay,0013,007,Luzon
Munguia,Barangay,0015,007,Luzon
Oyao,Barangay,0016,007,Luzon
New Gumiad,Barangay,0018,007,Luzon
Yabbi,Barangay,0019,007,Luzon
Binuangan,Barangay,0020,007,Luzon
Bitnong,Barangay,0021,007,Luzon
Macabenga,Barangay,0022,007,Luzon
Parai,Barangay,0023,007,Luzon
Abaca,Barangay,0001,008,Luzon
Banila,Barangay,0003,008,Luzon
Carolotan,Barangay,0004,008,Luzon
Gabut,Barangay,0007,008,Luzon
Ganao,Barangay,0008,008,Luzon
Lukidnon,Barangay,0010,008,Luzon
Mangayang,Barangay,0011,008,Luzon
Palabotan,Barangay,0012,008,Luzon
Biruk,Barangay,0013,008,Luzon
Bagumbayan,Barangay,0014,008,Luzon
Balsain,Barangay,0015,008,Luzon
Canabay,Barangay,0016,008,Luzon
Domang,Barangay,0017,008,Luzon
Dopaj,Barangay,0018,008,Luzon
Kimbutan,Barangay,0019,008,Luzon
Kinabuan,Barangay,0020,008,Luzon
Sanguit,Barangay,0021,008,Luzon
Santa Maria,Barangay,0022,008,Luzon
Talbek,Barangay,0023,008,Luzon
Antutot,Barangay,0001,009,Luzon
Alimit,Barangay,0002,009,Luzon
Poblacion,Barangay,0003,009,Luzon
Belet,Barangay,0004,009,Luzon
Binogawan,Barangay,0005,009,Luzon
Bua,Barangay,0006,009,Luzon
Biyoy,Barangay,0007,009,Luzon
Capisaan,Barangay,0008,009,Luzon
Cordon,Barangay,0009,009,Luzon
Didipio,Barangay,0010,009,Luzon
Dine,Barangay,0011,009,Luzon
Kakiduguen,Barangay,0012,009,Luzon
Lupa,Barangay,0014,009,Luzon
Macalong,Barangay,0015,009,Luzon
Malabing,Barangay,0016,009,Luzon
Muta,Barangay,0017,009,Luzon
Pao,Barangay,0018,009,Luzon
Papaya,Barangay,0019,009,Luzon
Pudi,Barangay,0020,009,Luzon
Tukod,Barangay,0021,009,Luzon
Siguem,Barangay,0022,009,Luzon
Tadji,Barangay,0023,009,Luzon
Wangal,Barangay,0024,009,Luzon
Watwat,Barangay,0025,009,Luzon
Camamasi,Barangay,0026,009,Luzon
Catarawan,Barangay,0027,009,Luzon
Nantawakan,Barangay,0028,009,Luzon
Alloy,Barangay,0029,009,Luzon
Kongkong,Barangay,0030,009,Luzon
Paquet,Barangay,0031,009,Luzon
Acacia,Barangay,0001,010,Luzon
Amelong Labeng,Barangay,0002,010,Luzon
Ansipsip,Barangay,0003,010,Luzon
Baan,Barangay,0004,010,Luzon
Babadi,Barangay,0005,010,Luzon
Balangabang,Barangay,0006,010,Luzon
Banao,Barangay,0007,010,Luzon
Binalian,Barangay,0008,010,Luzon
Besong,Barangay,0009,010,Luzon
Cabalatan Alang,Barangay,0010,010,Luzon
Cabanglasan,Barangay,0011,010,Luzon
Kayapa Proper East,Barangay,0012,010,Luzon
Kayapa Proper West,Barangay,0013,010,Luzon
Mapayao,Barangay,0014,010,Luzon
Nansiakan,Barangay,0015,010,Luzon
Pampang ,Barangay,0016,010,Luzon
Pangawan,Barangay,0017,010,Luzon
Pinayag,Barangay,0018,010,Luzon
Pingkian,Barangay,0019,010,Luzon
San Fabian,Barangay,0020,010,Luzon
Talicabcab,Barangay,0021,010,Luzon
Tubungan,Barangay,0022,010,Luzon
Alang Salacsac,Barangay,0023,010,Luzon
Balete,Barangay,0024,010,Luzon
Buyasyas,Barangay,0025,010,Luzon
Cabayo,Barangay,0026,010,Luzon
Castillo Village,Barangay,0027,010,Luzon
Latbang,Barangay,0028,010,Luzon
Lawigan,Barangay,0029,010,Luzon
Tidang Village,Barangay,0030,010,Luzon
Aurora,Barangay,0001,011,Luzon
Baresbes,Barangay,0002,011,Luzon
Buliwao,Barangay,0003,011,Luzon
Bonifacio,Barangay,0004,011,Luzon
Calaocan,Barangay,0005,011,Luzon
Caliat ,Barangay,0006,011,Luzon
Darubba,Barangay,0007,011,Luzon
Maddiangat,Barangay,0008,011,Luzon
Nalubbunan,Barangay,0009,011,Luzon
Runruno,Barangay,0010,011,Luzon
Maasin,Barangay,0011,011,Luzon
Dagupan,Barangay,0012,011,Luzon
Bacneng,Barangay,0002,012,Luzon
Baliling,Barangay,0003,012,Luzon
Bantinan,Barangay,0004,012,Luzon
Baracbac,Barangay,0005,012,Luzon
Buyasyas,Barangay,0006,012,Luzon
Imugan,Barangay,0008,012,Luzon
Poblacion,Barangay,0009,012,Luzon
Sinapaoan,Barangay,0010,012,Luzon
Tactac,Barangay,0011,012,Luzon
Villa Flores,Barangay,0012,012,Luzon
Atbu,Barangay,0013,012,Luzon
Balete,Barangay,0014,012,Luzon
Canabuan,Barangay,0015,012,Luzon
Malico,Barangay,0016,012,Luzon
Santa Rosa,Barangay,0017,012,Luzon
Unib,Barangay,0018,012,Luzon
Aggub,Barangay,0001,013,Luzon
Bangaan,Barangay,0002,013,Luzon
Bangar,Barangay,0003,013,Luzon
Bascaran,Barangay,0004,013,Luzon
Curifang,Barangay,0005,013,Luzon
Dadap,Barangay,0006,013,Luzon
Lactawan,Barangay,0007,013,Luzon
Osmeña,Barangay,0008,013,Luzon
Poblacion North,Barangay,0009,013,Luzon
Poblacion South,Barangay,0010,013,Luzon
Quezon,Barangay,0011,013,Luzon
Quirino,Barangay,0012,013,Luzon
Roxas,Barangay,0013,013,Luzon
San Juan,Barangay,0014,013,Luzon
San Luis,Barangay,0015,013,Luzon
Tucal,Barangay,0017,013,Luzon
Uddiawan,Barangay,0018,013,Luzon
Wacal,Barangay,0019,013,Luzon
Bagahabag,Barangay,0020,013,Luzon
Communal,Barangay,0021,013,Luzon
Concepcion,Barangay,0022,013,Luzon
Pilar D. Galima,Barangay,0023,013,Luzon
Bintawan Sur,Barangay,0001,014,Luzon
Ibung,Barangay,0002,014,Luzon
Cabuluan,Barangay,0003,014,Luzon
Nagbitin,Barangay,0004,014,Luzon
Ocapon,Barangay,0005,014,Luzon
Pieza,Barangay,0006,014,Luzon
Sawmill,Barangay,0007,014,Luzon
Poblacion,Barangay,0008,014,Luzon
Bintawan Norte,Barangay,0009,014,Luzon
Abuyo,Barangay,0001,015,Luzon
Galintuja,Barangay,0002,015,Luzon
Cawayan,Barangay,0003,015,Luzon
Lipuga,Barangay,0004,015,Luzon
Lublub ,Barangay,0005,015,Luzon
Pelaway,Barangay,0006,015,Luzon
Dagupan,Barangay,0001,001,Luzon
Dumabel,Barangay,0002,001,Luzon
Dungo,Barangay,0003,001,Luzon
Guinalbin,Barangay,0004,001,Luzon
Ligaya,Barangay,0005,001,Luzon
Palacian,Barangay,0006,001,Luzon
Pinaripad Sur,Barangay,0007,001,Luzon
Progreso ,Barangay,0008,001,Luzon
Ramos,Barangay,0009,001,Luzon
Rang-ayan,Barangay,0010,001,Luzon
San Antonio,Barangay,0011,001,Luzon
San Francisco,Barangay,0012,001,Luzon
San Leonardo,Barangay,0013,001,Luzon
San Ramon,Barangay,0014,001,Luzon
Victoria,Barangay,0015,001,Luzon
Villa Pagaduan,Barangay,0016,001,Luzon
Villa Santiago,Barangay,0017,001,Luzon
Alicia,Barangay,0018,001,Luzon
Cabugao,Barangay,0019,001,Luzon
Diodol,Barangay,0020,001,Luzon
Nagabgaban,Barangay,0021,001,Luzon
Pinaripad Norte,Barangay,0022,001,Luzon
San Benigno,Barangay,0023,001,Luzon
San Manuel,Barangay,0024,001,Luzon
Villa Ventura,Barangay,0025,001,Luzon
Banuar,Barangay,0001,002,Luzon
Burgos,Barangay,0002,002,Luzon
Calaocan,Barangay,0003,002,Luzon
Del Pilar,Barangay,0004,002,Luzon
Dibibi,Barangay,0005,002,Luzon
Eden,Barangay,0006,002,Luzon
Gundaway ,Barangay,0007,002,Luzon
Mangandingay ,Barangay,0008,002,Luzon
San Marcos,Barangay,0009,002,Luzon
Villamor,Barangay,0010,002,Luzon
Zamora,Barangay,0011,002,Luzon
Villarose,Barangay,0012,002,Luzon
Villa Peña,Barangay,0013,002,Luzon
Dingasan,Barangay,0014,002,Luzon
Tucod,Barangay,0015,002,Luzon
Gomez,Barangay,0016,002,Luzon
Santo Domingo,Barangay,0017,002,Luzon
Andres Bonifacio ,Barangay,0001,003,Luzon
Aurora East ,Barangay,0002,003,Luzon
Aurora West ,Barangay,0003,003,Luzon
Baguio Village,Barangay,0004,003,Luzon
Balagbag,Barangay,0005,003,Luzon
Bannawag,Barangay,0006,003,Luzon
Cajel,Barangay,0007,003,Luzon
Campamento,Barangay,0008,003,Luzon
Diego Silang,Barangay,0009,003,Luzon
"Don Mariano Perez, Sr.",Barangay,0010,003,Luzon
Doña Imelda,Barangay,0011,003,Luzon
Dumanisi,Barangay,0012,003,Luzon
Gabriela Silang,Barangay,0013,003,Luzon
Gulac,Barangay,0014,003,Luzon
Guribang,Barangay,0015,003,Luzon
Ifugao Village,Barangay,0016,003,Luzon
Isidro Paredes,Barangay,0017,003,Luzon
Rizal ,Barangay,0018,003,Luzon
Liwayway,Barangay,0019,003,Luzon
Luttuad,Barangay,0020,003,Luzon
Magsaysay,Barangay,0021,003,Luzon
Makate,Barangay,0022,003,Luzon
Maria Clara,Barangay,0023,003,Luzon
Rafael Palma,Barangay,0024,003,Luzon
Ricarte Norte,Barangay,0025,003,Luzon
Ricarte Sur,Barangay,0026,003,Luzon
San Antonio,Barangay,0027,003,Luzon
San Isidro,Barangay,0028,003,Luzon
San Pascual,Barangay,0029,003,Luzon
Villa Pascua,Barangay,0030,003,Luzon
Aklan Village,Barangay,0031,003,Luzon
Gregorio Pimentel,Barangay,0032,003,Luzon
Don Faustino Pagaduan,Barangay,0033,003,Luzon
Abbag,Barangay,0001,004,Luzon
Balligui,Barangay,0003,004,Luzon
Divisoria Sur,Barangay,0004,004,Luzon
Buenavista,Barangay,0005,004,Luzon
Cabaruan,Barangay,0006,004,Luzon
Cabua-an,Barangay,0007,004,Luzon
Cofcaville,Barangay,0008,004,Luzon
Diduyon,Barangay,0009,004,Luzon
